textID,preprocessed_text,Length_of_Preprocessed_Text,class
83c32757d0,muay thai awesome gonna sore morning feel like bad eating junk tho,12,0
8826b68c3f,not quite alright plus side ate cinnamin toast crunch breakfast eating strawberries,12,0
d410ae17fc,disgusted assumptions regarding happened harlem last night correct without reading story first,12,1
09839c33f5,thought splitting estate depressing course kidding not like thought parents dying,11,0
5f5ef8ac14,not looking forward next wednesday,5,1
1e9bcbdb0b,not really wanna school monday honest,6,1
1503318633,well not get cupcake not connect mobile network sim card corrupted,11,1
70dc9db3c9,tokyo table,2,0
c7030fa1f4,omg taylor selena broke sooo sad think actually like selena poor gal,12,1
041ab65625,took times get wall killed dummy not drag seconds,9,1
7823f5f9b3,ways nab youngster best friend swears young men apparantly long,10,1
b03b093758,man half term not long enough lol,7,1
3f1fb0ae3c,oww bit tongue,3,0
781d900e89,beto pizzeria banksville believe beachview area sorry answer like years late,11,1
5d5178af59,get canada not wtf seriously not allowed cross border,9,1
aeda353591,raced totally lost rip http tinyurl com lhgca,8,1
b6b35af246,thanks major chop,3,0
dc3781d112,generation apathetic party desert knows fun age group generation myspace,10,1
9f978f6062,dear president please talk abt plan dadt right look like liar,11,1
bab64fe81d,miss concert tuesday already would really like time machine see fun,11,0
2721a3d28b,http twitpic com not know always click doughnut pictures lol always end wanting one,14,0
9e4276516e,clocked possibly last time northview middle school,7,1
e7a847d14a,around takin easy tonight still sick,6,1
22cb6d05cf,wow panic disco abbey road,5,0
b9128c675a,home videoke funtime yey got loads tickets nyahahaha,8,0
92702a3a48,bored tears without boys dad week,6,1
75d48f475d,trying reason not listen,4,1
05f06cdc25,yeeeeah intro seen empire top computer games http www empireonline com,11,0
39d0dd9215,get bailey tongue clipped,4,0
5616d9e12a,chillaxin work man screwed,4,1
a8a388618c,rain rain away,3,1
fb2710ea73,still train goin southside,4,0
87377bbb13,also brain tumor called jeffery,5,1
4f8932c7f9,favorite shirt ruined death bleach,5,1
bf576a9556,ouch good get used think prime marriage years,8,1
2b15b814b6,oliver happy mums day mums guys,6,1
9f7ac3dbec,well live ohio california parks http tinyurl com nmr,9,0
c527522d95,done gonna read bit pass got cool week look forward mayhem,11,0
f0d9991831,rog rio minotouro fight,4,1
8503dfba02,gatorade first thing morning yumyum feeling shattered must arise revise tomorrow,11,1
4743167f21,gotta terabyte space store movies,5,0
b06478bee5,working tomorrow day not anything tonight whats plan saturday,9,0
48d18c4f80,sorry little disturbance sapinsidetrack palo alto went debugging session lines unmuted,11,1
6ccee02afb,lame right know dates cali,5,1
06cde06003,omg srry hear,3,1
66081e7de2,found one coworkers actually like leaving,6,1
2e89c0a139,alriiightt,1,0
633b957253,sending angry vibes individual blue vehicle hit car qfc parking lot broad failed leave note,15,1
7a2be11b18,date like man dont get played like,7,1
48c0dc5b09,world tweet late lol,4,0
b53f939e05,cars dropped service mot getting train home hate public transport,10,1
fe8432ab8d,spongebob sing long amandas mom gave crystal jonas brothers calendars,10,0
db0604e817,really cant take,3,1
4a0146e1e6,guessing belt thing since not hear back sorry stop weekend talk bout ring etc,14,1
b4e0af0496,finished dexter season start season next week,7,0
bff6ad3420,waaaaaaaa kicked bank getting monday omg chilito,7,1
22287946b8,haha yea working chillin eastbay unlike not get summer break boo,11,0
0a635dde0f,morning miss sarah cyrus,4,0
c3510eac7f,working layout page prom dress almost done,7,0
cd155fe672,keep thinking food made tea,5,0
7e260b1f13,man wont home host blair,5,1
61e04b8f6e,please get cell phone good camera pictures real bad quality compared miley took,13,0
d1983228a6,twitter spam,2,0
6e57a8403b,lunch watching holes bbc,4,0
d4ec3764be,humira not right everyone respond good enbrel ask rheumy not much long term testing done,15,0
6f6b52c9d8,zach not feeling well hope gets good babysitting canceled,9,0
0c04d8973a,still lived way could pop see not not,8,0
e3f1e4c0f0,not wait sytycd tour ashleighhh izzayyy,6,0
392da4eca7,jdubb funky job guess neglected,5,1
034f2e2104,living ignorance,2,1
4d3047f7a1,last full day vacation,4,0
d82b24ca32,thanks want continue improve process benefit customers things like take time,11,0
7fc2b79810,hope get car today hate anything stops work,8,0
4add23d812,considering buying one hence monk look http bit vbzg,9,0
b74cad9154,recording acoustic track sexy kids,5,0
5a004eecd1,watching gossip girl,3,0
ec936cf386,not happy camper not good day,6,1
1411b89c12,not coming montreal,3,0
989f52ccab,headache ugh,2,1
c1fbce4b2d,hhhhhhaaaaaaaaaaaaa hve tears fault said cancelled thought,7,0
cf47dc8553,really nice outside stuck work,5,0
8d1c8885f4,booey not make pitch,4,1
8bbda7677f,followfriday easy enough annoyed recommend relatively people anyway,8,0
95c78f8b30,eating sliders barjohnnys theyre pork tho not beef still search,10,0
f1849921b4,trying hard not worry peace despite circumstances wonders christians ones making hard,12,1
f254f7b8ff,super stressed,2,1
230738eec2,woke late trying get done work,6,1
80cea4864e,feel like ive done london marathon ach,7,1
855ed0764e,hmmm thought sleeping bad not see videos tomorrow night,9,1
776afa70a4,not sugar mountain people tell,5,0
71d0a47dda,apparently,1,0
f9f759c7bc,want walking still miss satan,5,1
722f87d325,yessir,1,0
3d623c804f,buying first mac,3,0
1963a7538e,getting ready summy yummy cocoa crispies,6,0
becc5e7874,coming,1,0
05f31579f2,stressin core supposed cleaning room feels like,7,1
3ff2046ec1,charley horses legs night,4,1
078b6686ea,moving nothing accessible camera broken kitchen stuff boxes internet makes hard cook blog get brooklyn,15,1
9cde1fd038,film not come camera broken lamesauce,6,1
f2c7ffe667,twitter trippin right pic,4,0
998ff9e04c,omg tony hawk motion nintendo sucks,6,1
9413368866,need food took hour get work morning leaving time get morning coffee bagel,13,0
4fc584af6b,like name kind get,4,0
6033e8570c,thing hate playoff pens hockey much tickets wanted game ticket,10,1
41341f5395,massive morning stuffed,3,0
977dcb08e9,yawn caught cramp maybe take nap,6,0
6588cecae2,www youtube com watch urrxta dom first,7,0
bd6eb04e89,also twitter follow know late,5,0
466d541edb,tried replying mono lake tweet dunno happened said know lake well,11,0
b24bca21ef,gas plus money desperation word day http twitpic com zls,10,1
e6f2007196,got work today three days left heart breaking,8,1
f15b9929d6,get day still aint hit love,6,0
0f59e9ab8a,another friday night man skint rubbish,6,1
8d4e4f5d07,well sorry not like july reasons,6,1
36da939c78,know brody erin,3,0
a2b1222f38,missing lol plaid bud haha not right,7,1
1743e34292,jesus slammed via papaya lobbyists holy mangosteen durian papaya cybersecurity stick,11,1
6579c57fc8,book bloggers panel not listed anywhere program tomorrow room bea,10,0
7c7767b8fe,moved first load stuff garage storage round two guys move new place monday,13,0
3e0aa90dba,new stripey top day,4,0
9b36fa1e7a,feeling sick wondering get bed throw sleep,7,1
dbbb0fb43a,want come,2,0
e07b4a40d1,jealous see get dallas concert tix sold,7,1
602f95a0f6,running things tweet wish could get reply come philippines tweeet,10,0
dcf195b61c,writing yearbooks make wanna cry,5,1
459b5c7a20,doente,1,0
a53ad84961,not sleep amp,3,1
4264fe5e8c,gossip girl coming back chaceeeeeee,5,0
467590efd6,friday friday morning ugh,4,1
ddb98de46e,omg going die swine flu melbourne,6,1
3b7a3199db,made room not bed much room made outta space sure lol know pathetic,13,1
a41320f217,official bad day called mile away,6,1
e53ebf4ee2,wait messed messed lyrics not concretize,6,1
99a0ff3bef,lucky stuck rain,3,0
791899e5b8,look choke talks,3,0
6a119b9630,dogs eyes seem bad forked new washing machine not vets bill top,12,1
762b429364,lucky day gone large amount boredom little stress detalis get bit gruesome,12,1
b0658f9706,not babysitting tonight miss kid,5,1
c34e27df82,sad people phones dead,4,1
e7afa9e007,actually sweden ikea rooms stay night not though stay across street,11,0
1ee8770ff5,endless streams tea holiday day know raining,7,0
dae7cf8591,eurgh revision invented history,4,0
3206a7d930,next live chat,3,0
1f1e8040cb,watch,1,0
817350a9a1,tried nokia ovi music store nokia music not currently support mozilla firefox mac browser operating system,16,0
842059af9e,think might get today throat killing feels like lungs,9,1
5cd7007028,offended,1,1
c2feb2dd71,sadly not hopeful american doll posse blah vacant dynamic,9,1
308c0d40e8,well maybe one day,4,0
282b4bc5b5,yay getting errands done assortment control things topped race haha,10,1
10c1815b4a,finally finished topic quick revision break far heath change conservative party,11,0
4cd390c007,still reply simfinger problem irape parody video get response sorry guys,11,1
40d56767e6,update island flowers large pouch http tinyurl com qnh,9,0
ff82f0914f,sounds interesting wish phone java,5,0
a76676a5b0,went bought nail polish ellen,5,0
58746ef932,mcfly evolution time round,4,0
28d757d511,one calls anymore,3,1
ea09fd8a70,feeling eyes burned fried hours attached screen uploading new summer clothing store www chittypulga com,15,1
e012d9d78c,new super power camping place mac springleaf tower still eating fries,11,0
08196f84ed,repeat final seconds game dal den please officials anyway happy mothers day,12,0
0b31c01ce9,kinda want smack darn skeleton though,6,1
f2007c92aa,builds hotel without air con bloody boiling,7,1
577471b115,two hours wait tire get repaired,6,0
7787b99e9d,dives oceans deep dive vis sun colours dynamite fishing done toll reefs,12,0
7115f8817d,talked cute grandma phone speaks hindi not best language somehow manged,11,0
6ff9e249ea,going sunnybank,2,0
267a5600e4,not show people conservative blackjack,5,1
8a60ee86bc,lol staying craig got footy molly missing good weather buggy either,11,1
6e9c42d2b9,not wish sleeping gotta work less hours wait,8,0
edfebfc89e,waiting denver game come dont think gonna win lakers suck lol come denver,13,0
50453d2d15,poor thing sorry babe,4,1
7db07f3e7b,extacy lol know eric wont delete people dont really know never talk bands,13,0
2221890b7c,checked bank acct mornin got lil sad decided would imagine end make smile whateverworks,14,0
5c8923261d,think come home,3,0
b83cfda047,listening new green day album fingers crossed,7,0
448c4cac65,would lovely alas cubs would not gracious enough stop wrecking house soaking bones,13,1
1e217e99e0,game not,2,0
2aaec29d9e,bet people ideia standards lovely time pair,7,0
c8c3ef8aaf,not love follow night,4,0
daf377702e,yeah laptop fixed shame internet still slow,7,0
a5430efdd7,still awake get sleep drive fortuna early red bull guide,10,0
8630921b7f,jus woke late runnin work students train,7,0
9ffba95a67,bah waking,2,1
2322bec408,got back grocery store starving not find anything eat,9,1
f818349ab8,great day yesterday good win forest celebratory istaying drinks trip unsuccesful bbq stellas scream,14,0
9ec6310ecc,sick fighting looks like burlesque,5,1
9871c992ac,hehe dye beb put blonde innn mine light left bit long oops,12,0
451fba032d,walk cornish countryside great british bank hol http bit ailun http yfrog com rwwtj,14,0
49d2c6aa7b,pooh kind party got going,5,0
ed6d15f0c3,drink mor freaks put togetha,5,0
207bfbe8e2,mmmm speaking language unfortunately militant diet mode seriously thinking competiton guess,11,1
ce7cbb3384,soo embarassed not see tweets getting kind followers good promise,10,0
9fc03ff07c,month end still stuck office waiting stragglers get together,9,1
945537b6c5,reminder hydra clients check email important account updates,8,0
4eb0d82b88,needs hurry come wtf wanna hooooommmeeee,6,1
fd987ed435,surgery,1,0
6ca050fd81,slice treat,2,0
cf75c1fb9b,feeling sad dont goodbye,4,1
049dd6787f,suivez moi follow everybody,4,0
11bd62fdf4,horrible nightmares not gonna back sleep,6,1
2fd9598912,friend sent,2,0
cd08aedc19,forget edinburgh check edinburghac org,5,0
d2f9878aad,phone power dying,3,0
1ba21ec741,sorry typing wrongly usually typed something wont read press enter button,11,1
14fe4b8490,feel like dyeing right,4,1
93d46ca978,not one week really mean joke played,7,1
ea356b62fe,kind miss first main male tauren shaman named icewater stuck maybe fetch one day,14,1
dde1d6a57c,yup day old,3,0
c70ca5bc59,following lol dont paying attention little mylan,7,0
b44f09c005,still pumped concert saturday come,5,1
3ebd0a6f97,woman not know came home suck going back,8,1
e9078654cc,ugh going town never rest wants tylers knows get back exausted,11,1
41282b63ea,tummy hurts noes,3,1
10ceebee98,mosquito truck waking,3,1
fcc9e4ec6f,time conference call,3,0
10d95a8b81,arre seriously shud take sperm clone old single guys,9,0
70ad0ca0c3,right side earphones stopped working sudden need buy new ones,10,1
8ff3cc0ea5,addicted pet society app facebook,5,0
c60a0e1ea5,oist tym tym may sakit siya not blame,8,1
064202f744,peeps boyfriend miami,3,0
13452e8985,finished new song soon youtube keeping updated,7,0
d60b08190b,took months understand avatar,4,0
91da197673,not not anyway,3,0
02f750f49c,yeah time film slr sits quietly ignored time step,9,1
7919f4e984,ahh hate sick watching atonement sleeping,6,1
a9b8164a02,absolutley gutted ill sunny outside loads revision exam tuesday,9,1
03ebd3d1c7,hungry not even funny,4,1
a5f4c19969,noooooo bad news ever today tattoo artist moving omg going,10,1
503807fbe9,not want sixth period,4,0
306b28de61,stuck traffic jams somewhat starting situation every day sad really,10,1
8f1a61f7f8,getting play golf kickin leadership team feeling gonna kick golf course,11,1
014783185d,writers make wonder foisting little pipe dreams stories head onto people like writing,13,0
1f51b1de8e,last drops thesis god let end today,7,0
545ae70510,loads beard papas disappeared,4,1
fa68e37f5d,still working database trying decide want eat,7,0
111a65cf26,auto resolve geek tech answer questions,6,0
d5ea260d03,sick sad cold,3,1
f3a5b39195,not available area would,4,1
07367e1735,internet like grade fast dieing,5,1
f9a95043ae,found mad men season delayed august,6,0
68b18ab54f,yeah like yeah said lol bummer,6,0
bd1c1bb268,proper cba,2,0
a142cfd8ae,nick got heart broken poor baby love,7,0
